SP ID,Salons
1339,Graffigny_SaintAntoine
1340,Graffigny_SaintAntoine
1341,Graffigny_SaintAntoine
1342,Graffigny_SaintAntoine
1343,Graffigny_SaintAntoine
1344,Graffigny
1345,Graffigny
1346,Graffigny
1347,Graffigny
1348,Graffigny
1349,Graffigny
1350,Graffigny
1351,Graffigny
1352,Graffigny
1353,Graffigny
1354,Graffigny
1355,Graffigny
1356,Graffigny
1357,HellfireClub
1358,Holbach
1359,Holbach
1360,Holbach
1361,Holbach
1362,Holbach
1363,Mericourt
1364,Lambert
1365,Lambert
1366,Lambert_Nevers
1367,Lambert_Nevers
1368,Lambert_Nevers
1369,Lambert_Nevers
1370,Lambert_Nevers
1371,Lambert_Nevers
1372,Lambert_Nevers
1373,Lambert_Nevers
1374,Lambert_Nevers
1375,Lambert_Nevers
1376,Lambert_Nevers
1377,Lambert_Nevers
1378,Lambert_Nevers
1379,Lambert_Nevers
1380,Lambert_Nevers
1381,Lambert_Nevers
1382,Lambert_Nevers
1383,Lambert_Nevers
1384,Lambert_Nevers
1385,Lambert_Nevers
1386,Lambert_Nevers
1387,Lambert_Nevers
1388,Lambert_Nevers
1389,Lambert_Nevers
1390,Lambert_Nevers
1391,Lambert_Nevers
1392,Lambert_Nevers
1393,Lambert_Nevers
1394,Lambert_Nevers
1395,Lambert_Nevers
1396,Lambert_Nevers
1397,Lambert_Nevers
1398,Lambert_Nevers
1399,Lambert_Nevers
1400,Lambert_Nevers
1401,Lambert_Nevers
1402,Lambert_Nevers
1403,Lambert_Nevers
1404,Lambert_Nevers
1405,Lambert_Nevers
1406,Lambert_Nevers
1407,Lambert_Nevers
1408,Lambert_Nevers
1409,Lambert_Nevers
1410,Lambert_Nevers
1411,Lambert_Nevers
1412,Lambert_Nevers
1413,Lambert_Nevers
1414,Lambert_Nevers
1415,Lambert_Nevers
1416,Lambert_Nevers
1417,Lambert_Nevers
1418,Lambert_Nevers
1419,Lambert_Nevers
1420,Lambert_Nevers
1421,Lambert_Nevers
1422,Lambert_Nevers
1423,Lambert_Nevers
1424,Lambert
1425,Lespinasse
1426,Lespinasse
1427,Lespinasse
1428,Lespinasse
1429,Lespinasse
1430,Brionne
1431,Lespinasse
1432,Lespinasse
1433,Lespinasse
1434,Holbach
1435,Lespinasse
1436,Lespinasse
1437,Lespinasse
1438,Lespinasse
1439,Lespinasse
1440,Lespinasse
1441,Lespinasse
1442,Lespinasse
1443,Lespinasse
1444,Lespinasse
1445,Lespinasse
1446,Lespinasse
1447,Lespinasse
1448,Lespinasse
1449,Lespinasse
1450,Lespinasse
1451,Deffand
1452,Luynes
1453,Luynes
1454,Luynes
1455,Luynes
1456,Luynes
1457,Mericourt
1458,Mericourt
1459,Mericourt
1460,Mericourt
1461,Holbach
1462,Montagu
1463,Deffand
1464,Necker_Clery
1465,Necker_Clery
1466,Deffand
1467,Necker_Clery
1468,Necker_ControleGeneral
1469,Necker_ControleGeneral
1470,Necker_SaintOuen
1471,Necker_SaintOuen
1472,Necker
1473,Dupin
1474,Tencin
1475,Lespinasse
1476,Holbach
1477,Prie
1478,Prie
1479,Prie
1480,Prie
1481,Prie
1482,Quinault
1483,Quinault
1484,Quinault
1485,Quinault
1486,Quinault
1487,Quinault
1488,Quinault
1489,Quinault
1490,Quinault
1491,Quinault
1492,Quinault
1493,Quinault
1494,Quinault
1495,Quinault
1496,Quinault
1497,Quinault
1498,Richelieu_Arcueil
1499,Richelieu_Arcueil
1500,Richelieu_Arcueil
1501,Richelieu_Arcueil
1502,Richelieu_Arcueil
1503,Richelieu_Arcueil
1504,Richelieu_Arcueil
1505,Richelieu_Arcueil
1506,Richelieu_Arcueil
1507,Richelieu_Arcueil
1508,Richelieu_Arcueil
1509,Richelieu_Arcueil
1510,Richelieu_Arcueil
1511,Richelieu_Arcueil
1512,Richelieu_Arcueil
1513,Richelieu_Paris
1514,Richelieu_Paris
1515,Richelieu_Paris
1516,Richelieu_Paris
1517,Richelieu_Paris
1518,Richelieu_Paris
1519,Saint-Lambert
1520,Sceaux
1521,Scudery_Marais
1522,Scudery_Marais
1523,Scudery_Marais
1524,Scudery_Marais
1525,Scudery_Marais
1526,Scudery_Marais
1527,Scudery_Marais
1528,Scudery_Marais
1529,Scudery_Marais
1530,Scudery_Marais
1531,Scudery_Marais
1532,Scudery_Marais
1533,Scudery_Marais
1534,Scudery_Marais
1535,Scudery_Marais
1536,Scudery_Marais
1537,Scudery_Marais
1538,Scudery_Marais
1539,Scudery_Marais
1540,Scudery_Marais
1541,Scudery_Marais
1542,Scudery_Marais
1543,Scudery_Marais
1544,Scudery_Marais
1545,Scudery_Marais
1546,Scudery_Marais
1547,Scudery_Marais
1548,Scudery_Marais
1549,Scudery_Marais
1550,Scudery_Marais
1551,Scudery_Marais
1552,Scudery_Marais
1553,Scudery_Samedis
1554,Scudery_Samedis
1555,Scudery_Samedis
1556,Scudery_Samedis
1557,Scudery_Samedis
1558,Scudery_Samedis
1559,Scudery_Samedis
1560,Scudery_Samedis
1561,Scudery_Samedis
1562,Scudery_Samedis
1563,Scudery_Samedis
1564,Scudery_Samedis
1565,Scudery_Samedis
1566,Scudery_Samedis
1567,Scudery_Samedis
1568,Scudery_Samedis
1569,Scudery_Samedis
1570,Scudery_Samedis
1571,Scudery_Samedis
1572,Scudery_Samedis
1573,Scudery_Samedis
1574,Scudery_Samedis
1575,Lespinasse
1576,Stael
1577,Stael
1578,Stael
1579,Stael_Chaumont
1580,Stael_Chaumont
1581,Stael_Chaumont
1582,Stael_Coppet
1583,Stael_Coppet
1584,Stael_Coppet
1585,Stael_Coppet
1586,Stael_Coppet
1587,Stael_Coppet
1588,Stael_Paris
1589,Stael_Paris
1590,Stael_Paris
1591,Stael_Paris
1592,Stael_Paris
1593,Stael_Paris
1594,Stael_Paris
1595,Stael_Paris
1596,Stael_Paris
1597,Stael_Paris
1598,Stael_Paris
1599,Stael_Paris
1600,Stael_Paris
1601,Stael_Paris
1602,Stael_Paris
1603,Stael_Paris
1604,Stael_Paris
1605,Stael_Paris
1606,Stael_Paris
1607,Stael_Paris
1608,Stael_Paris
1609,Stael_Paris
1610,Stael_Paris
1611,Stael_Paris
1612,Stael_Paris
1613,Stael_Paris
1614,Stael_Paris
1615,Stael_Paris
1616,Stael_Paris
1617,Stael_Paris
1618,Stael_Paris
1619,Stael_Paris
1620,Stael_Paris
1621,Stael_Paris
1622,Stael_Paris
1623,Stael_Paris
1624,Stael_Paris
1625,Stael_Paris
1626,Stael_Paris
1627,Stael_Paris
1628,Stael_Paris
1629,Stael_Paris2
1630,Stael_Paris2
1631,Stanislas
1632,Tencin
1633,Tencin
1634,Tencin
1635,Tencin
1636,Tencin
1637,Tencin
1638,Tencin
1639,Tencin
1640,Tencin
1641,Tencin
1642,Tencin_Honore
1643,Tencin_Honore
1644,Tencin_Honore
1645,Tencin_Honore
1646,Tencin_Honore
1647,Tencin_Honore
1648,Tencin_Honore
1649,Tencin_Honore
1650,Tencin_Honore
1651,
"d'Embrun""",
1652,Tencin_Honore
1653,Tencin_Honore
1654,Tencin_Honore
1655,Tencin_Honore
1656,Tencin_Honore
1657,Tencin_Honore
1658,Tencin_Honore
1659,Tencin_Honore
1660,Tencin_Honore
1661,Tencin_Vivienne
1662,Tencin_Vivienne
1663,Tencin_Vivienne
1664,Tencin_Vivienne
1665,Tencin
1666,Tencin
1667,Tencin
1668,Tencin
1669,Tencin
1670,Deffand
1671,Deffand
1672,Deffand
1673,Deffand
1674,LaReyniere
1675,Deffand
1676,Deffand
1677,Deffand
1678,Deffand
1679,Deffand
1680,Deffand
1681,Deffand
1682,Deffand
1683,Deffand
1684,Deffand
1685,Deffand
1686,Deffand
1687,Deffand
1688,Deffand
1689,Deffand
1690,Deffand
1691,Deffand
1692,Deffand
1693,Deffand
1694,Deffand
1695,Deffand
1696,Deffand
1697,Deffand
1698,Deffand
1699,Deffand
1700,Deffand
1701,Deffand
1702,Deffand
1703,Deffand
1704,Deffand
1705,Deffand
1706,Deffand
1707,
"de Vignerot du Plessis, Duc de Richelieu""",
1708,Deffand
1709,Necker
1710,Deffand
1711,Deffand
1712,Deffand
1713,Deffand
1714,Deffand
1715,Deffand
1716,Deffand
1717,Deffand
1718,Deffand
1719,Deffand
1720,Deffand
1721,Deffand
1722,Deffand_SaintJoseph
1723,Deffand
1724,Deffand
1725,Deffand
1726,Deffand
1727,Deffand
1728,Graffigny_dEnfer
1729,Deffand_SaintJoseph
1730,Deffand
1731,Deffand
1732,Deffand
1733,Deffand
1734,Deffand
1735,Deffand
1736,Deffand
1737,Deffand
1738,Deffand
1739,Deffand
1740,Deffand
1741,Deffand
1742,Deffand
1743,Deffand
1744,Deffand
1745,Deffand
1746,Deffand
1747,Deffand
1748,Deffand
1749,Deffand
1750,Deffand
1751,Deffand
1752,Deffand
1753,Holbach
1754,Holbach
1755,Holbach
1756,Holbach
1757,Holbach
1758,Holbach
1759,Holbach
1760,Holbach
1761,Holbach
1762,Holbach
1763,Holbach
1764,Holbach
1765,Holbach
1766,Holbach
1767,Holbach
1768,Holbach
1769,Holbach
1770,Holbach
1771,Holbach
1772,Holbach
1773,Holbach
1774,Holbach
1775,Holbach
1776,Holbach
1777,Holbach
1778,Holbach
1779,Holbach
1780,Deffand
1781,Lespinasse
1004,Epinay
1007,Geoffrin
1011,Lespinasse
1015,Lespinasse
1018,Dupin
1019,Richelieu_Arcueil
1021,Bolingbroke
1022,Bolingbroke
1023,Graffigny
1024,Graffigny
1025,Lespinasse
1026,Necker
1027,Tencin
1028,Tencin
1029,Tencin
1030,Tencin
1031,Tencin
1032,Tencin
1129,Epinay
1135,Lespinasse
1150,Graffigny
1151,Holbach
1154,Arnould
1155,Lespinasse
1156,Holbach
1157,Epinay
1158,Dupin
1159,Epinay
1160,Epinay
1164,Deffand
1165,Dupin
1167,Necker
1170,Geoffrin
1171,Houdetot
1172,Lespinasse
1173,Quinault
1174,Quinault
1204,Stael_Coppet
1205,Stael_Paris
1207,Holbach
1208,Deffand
1211,Luxembourg
1212,Luxembourg
1222,Deffand
1225,Necker_dinner
1232,Graffigny_dEnfer
1250,Deffand
1258,Deffand
1276,Boufflers
1279,Helvetius
1280,Holbach
1281,Lespinasse
1282,Nollet
1283,Tencin
1321,Necker_Clery
1326,Graffigny_SaintAntoine
1330,Graffigny_dEnfer?
1336,Graffigny_Luneville
1338,Graffigny_SaintAntoine
1343,Chatelet_Lambert
1344,Arnould
1345,Arnould
1346,Arnould
1347,Boufflers
1348,Entresol
1349,Entresol
1350,Holbach
1351,Lespinasse
1352,Quinault
1353,Quinault
1354,Quinault
1355,Quinault
1356,Tencin
1357,Holbach
1359,Boufflers
1360,Epinay
1361,Geoffrin
1362,Geoffrin
1365,Tencin
1422,Sceaux
1423,Tencin_Vivienne
1424,Entresol
1425,Necker
1427,Deffand
1432,Deffand
1435,Necker
1442,Deffand
1445,Geoffrin
1446,Geoffrin
1447,Geoffrin
1448,Geoffrin
1450,Deffand
1455,Leszcynska
1456,Leszcynska
1461,Montagu
1462,Prie
1463,Necker
1464,Necker_dinner
1465,Geoffrin
1466,Necker_Clery
1470,Deffand
1472,Stael
1473,Bolingbroke
1474,Epinay
1481,Tencin
1485,Caveau
1487,Richelieu_Arcueil
1494,Geoffrin
1495,Graffigny_dEnfer
1496,Graffigny_dEnfer
1497,Tencin
1498,Graffigny
1499,Graffigny
1520,Lambert
1573,Scudery_Marais
1574,Scudery_Marais
1575,Holbach
1579,Stael_Tours
1580,Stael_Tours
1581,Stael_Tours
1585,Stael_Chaumont
1586,Stael_Paris
1587,Stael_Paris
1614,Stael_Coppet
1615,Stael_Coppet
1616,Stael_Coppet
1617,Stael_Coppet
1618,Stael_Coppet
1619,Stael_Coppet
1620,Stael_Coppet
1621,Stael_Coppet
1622,Stael_Coppet
1623,Stael_Coppet
1624,Stael_Coppet
1625,Stael_Coppet
1626,Stael_Coppet
1627,Stael_Coppet
1628,Stael_Coppet
1653,Tencin_Vivienne
1661,Quinault
1663,Lambert_Nevers
1664,Lambert_Nevers
1665,Graffigny_dEnfer
1666,Epinay
1668,Geoffrin
1669,Geoffrin
1701,Necker
1704,Genlis
1709,Deffand
1722,Geoffrin
1728,Deffand
1729,Luxembourg
1733,Necker_Clery
1736,Henault
1739,LaReyniere
1742,Lespinasse
1743,Mirepoix
1744,Sully
1752,Forcalquier
1762,Geoffrin
1004,Quinault
1015,Geoffrin
1019,Graffigny_SaintAntoine
1022,Entresol
1023,Quinault
1024,Tencin
1025,Geoffrin
1026,Lespinasse
1029,Chatelet
1031,Geoffrin
1032,Necker
1150,Arnould
1154,Epinay
1155,Holbach
1158,Geoffrin
1160,Lespinasse
1164,Bolingbroke
1165,Graffigny
1171,Holbach
1174,Holbach
1204,Stael_Paris
1207,Stormont
1208,Holbach
1222,Beauvau
1232,Deffand
1250,DeLaValliere
1258,Deffand_SaintJoseph
1279,Graffigny
1281,Holbach
1282,Reamur
1283,Hénault
1345,Geoffrin
1346,Lespinasse
1347,Lespinasse
1350,Houdetot
1351,Entresol
1359,Graffigny
1360,Lespinasse
1361,Helvetius
1362,Lespinasse
1365,Deffand_Beaune
1423,Graffigny_dEnfer
1425,Geoffrin
1432,Necker
1435,Geoffrin
1445,Graffigny
1447,Deffand
1448,Boufflers
1456,Deffand
1462,Entresol
1466,Necker_SaintOuen
1473,Arnould
1474,Lespinasse
1494,Caveau
1497,Geoffrin
1520,Deffand
1579,Stael_Blois
1580,Stael_Blois
1581,Stael_Blois
1585,Stael_Tours
1628,Stael_Coppet
1664,Sceaux
1666,Holbach
1709,Deffand_SaintJoseph
1729,Necker_Clery
1733,Necker_ControleGeneral
1744,Lambert_Nevers
1004,Dupin
1019,Graffigny_dEnfer
1022,Tencin
1023,Epinay
1024,Geoffrin
1025,Holbach
1026,Holbach
1029,Deffand_Beaune
1032,Lespinasse
1150,Epinay
1154,Lespinasse
1158,Epinay
1160,Tencin
1164,Tencin
1165,Prie
1208,Necker
1222,Graffigny_dEnfer
1258,Lespinasse
1279,Minette
1281,Necker
1283,Encyclopédie
1345,Tencin
1346,Necker
1347,Deffand
1350,Epinay
1351,Geoffrin
1359,Deffand_Beaune
1361,Epinay
1362,Necker
1425,Holbach
1432,Stael
1435,Holbach
1445,Holbach
1448,Holbach
1462,Geoffrin
1466,Necker_dinner
1473,Prie
1474,Deffand_Beaune
1497,Deffand
1585,Stael_Blois
1628,Stael_Paris
1709,Graffigny_dEnfer
1729,Necker_SaintOuen
1733,Stael
1004,Boufflers
1019,Dupin
1024,Deffand
1150,Tencin
1154,Quinault
1158,Lespinasse
1160,Geoffrin
1165,Epinay
1208,Lespinasse
1258,Beauvau
1283,Chatelet
1345,Entresol
1346,Deffand
1350,Quinault
1359,Necker
1362,Deffand
1425,Helvétius
1435,Helvetius
1445,Necker
1462,Holbach
1466,Stael
1473,Quinault
1474,Necker
1709,Graffigny
1729,Geoffrin
1004,Necker
1150,Geoffrin
1154,Necker
1158,Quinault
1160,Necker
1165,Tencin
1208,DeLaMarck
1258,Mirepoix
1283,Tencin_Vivienne
1345,Helvetius
1350,Geoffrin
1425,Luxembourg
1466,Necker_ControleGeneral
1473,Holbach
1474,Holbach
1729,Boufflers-Luxembourg
1004,Holbach
1150,Lespinasse
1154,Holbach
1158,Boufflers
1165,Geoffrin
1208,Luxembourg
1258,Graffigny_dEnfer
1345,Holbach
1350,Lespinasse
1729,Dupin
1150,Holbach
1158,Necker
1165,Deffand
1208,Praslin
1345,Lespinasse
1729,Lespinasse
1208,Stormont
1208,Geoffrin_dinner
